Node ID	Node class	Exact wording / registered identity	Parent node ID	Side	Segment ID	Container ID	Aligned slot	Active status	Approval status	Source workbook/sheet	Source row	Source preservation	Notes
SB-ASI-P1586	HUMAN_PARAMETER	Idiom recognition	CON-050	HUMAN	SEG-07	CON-050	1586	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1587	PRESERVED	“Idiom recognition” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1587	HUMAN_PARAMETER	Collocation activation	CON-050	HUMAN	SEG-07	CON-050	1587	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1588	PRESERVED	“Collocation activation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1588	HUMAN_PARAMETER	Figurative-meaning access	CON-050	HUMAN	SEG-07	CON-050	1588	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1589	PRESERVED	“Figurative-meaning access” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1589	HUMAN_PARAMETER	Selectional-restriction use	CON-050	HUMAN	SEG-07	CON-050	1589	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1590	PRESERVED	“Selectional-restriction use” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1590	HUMAN_PARAMETER	Thematic-role access	CON-050	HUMAN	SEG-07	CON-050	1590	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1591	PRESERVED	“Thematic-role access” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1591	HUMAN_PARAMETER	Semantic-integration readiness	CON-050	HUMAN	SEG-07	CON-050	1591	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1592	PRESERVED	“Semantic-integration readiness” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1592	HUMAN_PARAMETER	Ambiguity-cost handling	CON-050	HUMAN	SEG-07	CON-050	1592	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1593	PRESERVED	“Ambiguity-cost handling” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1593	HUMAN_PARAMETER	Word-order parsing	CON-051	HUMAN	SEG-07	CON-051	1593	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1594	PRESERVED	“Word-order parsing” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1594	HUMAN_PARAMETER	Phrase-structure building	CON-051	HUMAN	SEG-07	CON-051	1594	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1595	PRESERVED	“Phrase-structure building” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1595	HUMAN_PARAMETER	Constituent identification	CON-051	HUMAN	SEG-07	CON-051	1595	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1596	PRESERVED	“Constituent identification” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1596	HUMAN_PARAMETER	Head-dependent relations	CON-051	HUMAN	SEG-07	CON-051	1596	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1597	PRESERVED	“Head-dependent relations” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1597	HUMAN_PARAMETER	Subject-verb-object mapping	CON-051	HUMAN	SEG-07	CON-051	1597	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1598	PRESERVED	“Subject-verb-object mapping” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1598	HUMAN_PARAMETER	Agreement checking (number/gender)	CON-051	HUMAN	SEG-07	CON-051	1598	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1599	PRESERVED	“Agreement checking (number/gender)” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1599	HUMAN_PARAMETER	Tense processing	CON-051	HUMAN	SEG-07	CON-051	1599	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1600	PRESERVED	“Tense processing” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1600	HUMAN_PARAMETER	Aspect processing	CON-051	HUMAN	SEG-07	CON-051	1600	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1601	PRESERVED	“Aspect processing” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1601	HUMAN_PARAMETER	Mood/modality processing	CON-051	HUMAN	SEG-07	CON-051	1601	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1602	PRESERVED	“Mood/modality processing” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
SB-ASI-P1602	HUMAN_PARAMETER	Case assignment	CON-051	HUMAN	SEG-07	CON-051	1602	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1603	PRESERVED	“Case assignment” is a distinct operational function inside “Syntax and Grammar”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Organises words into relational structures rather than isolated meanings. Scope: Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction Main filters/modulators: Language, dialect, complexity, working memory, education, exposure
